Ref,Val,Package,PosX,PosY,Rot,Side
"R35","2k2","R_0805_2012Metric",58.000000,-118.200000,0.000000,top
"R36","10k","R_0805_2012Metric",92.000000,-121.800000,0.000000,top
"R37","2k2","R_0805_2012Metric",58.000000,-124.200000,0.000000,top
"R38","10k","R_0805_2012Metric",92.000000,-127.800000,0.000000,top
"R39","2k2","R_0805_2012Metric",58.000000,-130.199999,0.000000,top
"R40","10k","R_0805_2012Metric",92.000000,-133.800000,0.000000,top
"R41","2k2","R_0805_2012Metric",58.000000,-136.200000,0.000000,top
"R42","10k","R_0805_2012Metric",92.000000,-139.800000,0.000000,top
"R43","2k2","R_0805_2012Metric",58.000000,-142.200000,0.000000,top
"R44","10k","R_0805_2012Metric",92.000000,-145.800000,0.000000,top
"R45","2k2","R_0805_2012Metric",58.000000,-148.200000,0.000000,top
"R46","10k","R_0805_2012Metric",92.000000,-151.800000,0.000000,top
"R47","2k2","R_0805_2012Metric",58.000000,-154.200000,0.000000,top
"R48","10k","R_0805_2012Metric",92.000000,-157.800000,0.000000,top
"R49","2k2","R_0805_2012Metric",58.000000,-160.200000,0.000000,top
"R50","10k","R_0805_2012Metric",92.000000,-163.800000,0.000000,top
"R51","2k2","R_0805_2012Metric",58.000000,-166.200000,0.000000,top
"R52","10k","R_0805_2012Metric",92.000000,-169.800000,0.000000,top
"R53","2k2","R_0805_2012Metric",58.000000,-172.200000,0.000000,top
"R54","10k","R_0805_2012Metric",92.000000,-175.800000,0.000000,top
"R55","2k2","R_0805_2012Metric",58.000000,-178.200000,0.000000,top
"R56","10k","R_0805_2012Metric",92.000000,-181.800000,0.000000,top
"R57","2k2","R_0805_2012Metric",58.000000,-184.200000,0.000000,top
"R58","10k","R_0805_2012Metric",92.000000,-187.800000,0.000000,top
"R59","2k2","R_0805_2012Metric",58.000000,-190.200000,0.000000,top
"R60","10k","R_0805_2012Metric",92.000000,-193.800000,0.000000,top
"R61","2k2","R_0805_2012Metric",58.000000,-196.200000,0.000000,top
"R62","10k","R_0805_2012Metric",92.000000,-199.800000,0.000000,top
"R63","2k2","R_0805_2012Metric",58.000000,-202.200000,0.000000,top
"R64","10k","R_0805_2012Metric",92.000000,-205.800000,0.000000,top
"R65","2k2","R_0805_2012Metric",58.000000,-208.200000,0.000000,top
"R66","10k","R_0805_2012Metric",92.000000,-211.800000,0.000000,top
"R67","1k","R_0805_2012Metric",150.000000,-65.000000,90.000000,top
"R68","100k","R_0805_2012Metric",150.000000,-71.000000,90.000000,top
"R70","1k","R_0805_2012Metric",150.000000,-87.000000,90.000000,top
"R71","100k","R_0805_2012Metric",150.000000,-93.000000,90.000000,top
"R73","1k","R_0805_2012Metric",150.000000,-109.000000,90.000000,top
"R74","100k","R_0805_2012Metric",150.000000,-115.000000,90.000000,top
"R76","1k","R_0805_2012Metric",150.000000,-131.000000,90.000000,top
"R77","100k","R_0805_2012Metric",150.000000,-137.000000,90.000000,top
"R79","1k","R_0805_2012Metric",150.000000,-153.000000,90.000000,top
"R80","100k","R_0805_2012Metric",150.000000,-159.000000,90.000000,top
"R82","1k","R_0805_2012Metric",150.000000,-175.000000,90.000000,top
"R83","100k","R_0805_2012Metric",150.000000,-181.000000,90.000000,top
"R88","1k","R_0805_2012Metric",101.000000,-190.000000,90.000000,top
"R89","100k","R_0805_2012Metric",107.000000,-190.000000,90.000000,top
"R90","330R","R_0805_2012Metric",104.000000,-182.000000,0.000000,top
"R91","1k","R_0805_2012Metric",113.000000,-190.000000,90.000000,top
"R92","100k","R_0805_2012Metric",119.000000,-190.000000,90.000000,top
"R93","330R","R_0805_2012Metric",116.000000,-182.000000,0.000000,top
"R94","1k","R_0805_2012Metric",125.000000,-190.000000,90.000000,top
"R95","100k","R_0805_2012Metric",131.000000,-190.000000,90.000000,top
"R96","330R","R_0805_2012Metric",128.000000,-182.000000,0.000000,top
"R97","1k","R_0805_2012Metric",137.000000,-190.000000,90.000000,top
"R98","100k","R_0805_2012Metric",143.000000,-190.000000,90.000000,top
"R99","330R","R_0805_2012Metric",140.000000,-182.000000,0.000000,top
"R100","100k","R_0805_2012Metric",146.000000,-40.000000,90.000000,top
"R101","10k","R_0805_2012Metric",145.000000,-78.000000,90.000000,top
"R102","1k","R_0805_2012Metric",142.000000,-47.000000,90.000000,top
"R103","10k","R_0805_2012Metric",142.000000,-70.000000,90.000000,top
"R104","1k","R_0805_2012Metric",162.000000,-47.000000,90.000000,top
"R105","10k","R_0805_2012Metric",162.000000,-70.000000,90.000000,top
"R106","100k","R_0805_2012Metric",148.000000,-82.000000,90.000000,top
"R107","10k","R_0805_2012Metric",133.000000,-90.000000,90.000000,top
"R108","100k","R_0805_2012Metric",133.000000,-98.000000,90.000000,top
"R109","10k","R_0805_2012Metric",170.000000,-90.000000,90.000000,top
"R110","100k","R_0805_2012Metric",170.000000,-98.000000,90.000000,top
"U1","MCP23017 MCP_IN_A","SOIC-28W_7.5x17.9mm_P1.27mm",122.000000,-104.000000,0.000000,top
"U2","MCP23017 MCP_IN_B","SOIC-28W_7.5x17.9mm_P1.27mm",122.000000,-146.000000,0.000000,top
"U3","MCP23017 MCP_OUT_A","SOIC-28W_7.5x17.9mm_P1.27mm",140.000000,-112.000000,0.000000,top
"U4","PC817 SA","DIP-4_W7.62mm",74.000000,-24.000000,0.000000,top
"U5","PC817 SB","DIP-4_W7.62mm",74.000000,-30.000000,0.000000,top
"U6","PC817 SC","DIP-4_W7.62mm",74.000000,-36.000000,0.000000,top
"U7","PC817 TA1","DIP-4_W7.62mm",74.000000,-42.000000,0.000000,top
"U8","PC817 TA2","DIP-4_W7.62mm",74.000000,-48.000000,0.000000,top
"U9","PC817 TB","DIP-4_W7.62mm",74.000000,-54.000000,0.000000,top
"U10","PC817 DIELL_L","DIP-4_W7.62mm",74.000000,-60.000000,0.000000,top
"U11","PC817 DIELL_R","DIP-4_W7.62mm",74.000000,-66.000000,0.000000,top
"U12","PC817 GS1","DIP-4_W7.62mm",74.000000,-72.000000,0.000000,top
"U13","PC817 GS2","DIP-4_W7.62mm",74.000000,-78.000000,0.000000,top
"U14","PC817 GS3","DIP-4_W7.62mm",74.000000,-84.000000,0.000000,top
"U15","PC817 GS4","DIP-4_W7.62mm",74.000000,-90.000000,0.000000,top
"U16","PC817 GS5","DIP-4_W7.62mm",74.000000,-96.000000,0.000000,top
"U17","PC817 GS6","DIP-4_W7.62mm",74.000000,-102.000000,0.000000,top
"U18","PC817 GS7","DIP-4_W7.62mm",74.000000,-108.000000,0.000000,top
"U19","PC817 GS8","DIP-4_W7.62mm",74.000000,-114.000000,0.000000,top
"U20","PC817 GS9","DIP-4_W7.62mm",74.000000,-120.000000,0.000000,top
"U21","PC817 GS10","DIP-4_W7.62mm",74.000000,-126.000000,0.000000,top
"U22","PC817 GP","DIP-4_W7.62mm",74.000000,-132.000000,0.000000,top
"U23","PC817 OS","DIP-4_W7.62mm",74.000000,-138.000000,0.000000,top
"U24","PC817 BS","DIP-4_W7.62mm",74.000000,-144.000000,0.000000,top
"U25","PC817 PBZ","DIP-4_W7.62mm",74.000000,-150.000000,0.000000,top
"U26","PC817 PBC","DIP-4_W7.62mm",74.000000,-156.000000,0.000000,top
"U27","PC817 FOUL","DIP-4_W7.62mm",74.000000,-162.000000,0.000000,top
"U28","PC817 TENTH","DIP-4_W7.62mm",74.000000,-168.000000,0.000000,top
"U29","PC817 MAN_T","DIP-4_W7.62mm",74.000000,-174.000000,0.000000,top
"U30","PC817 MAN_S","DIP-4_W7.62mm",74.000000,-180.000000,0.000000,top
"U31","PC817 MAN_SWS","DIP-4_W7.62mm",74.000000,-186.000000,0.000000,top
"U32","PC817 MAN_SWSR","DIP-4_W7.62mm",74.000000,-192.000000,0.000000,top
"U33","PC817 AUX1","DIP-4_W7.62mm",74.000000,-198.000000,0.000000,top
"U34","PC817 AUX2","DIP-4_W7.62mm",74.000000,-204.000000,0.000000,top
"U35","PC817 AUX3","DIP-4_W7.62mm",74.000000,-210.000000,0.000000,top
"U36","NE555","SOIC-8_3.9x4.9mm_P1.27mm",151.000000,-50.000000,0.000000,top
"U37","TMA-0505S","Converter_DCDC_TRACO_TMA-05xxS_12xxS_Single_THT",73.900000,-13.000000,90.000000,top
