Designator,Mid X,Mid Y,Layer,Rotation
R132,120.500000,-52.000000,Top,180.000000
R133,136.000000,-47.000000,Top,90.000000
R134,120.500000,-56.000000,Top,180.000000
R135,125.000000,-56.000000,Top,0.000000
R136,130.000000,-70.000000,Top,90.000000
R137,120.500000,-60.000000,Top,180.000000
R138,125.000000,-60.000000,Top,0.000000
R139,156.000000,-64.000000,Top,0.000000
R140,120.500000,-64.000000,Top,180.000000
R141,125.000000,-64.000000,Top,0.000000
U1,122.000000,-104.000000,Top,0.000000
U2,122.000000,-146.000000,Top,0.000000
U3,140.000000,-112.000000,Top,0.000000
U4,74.000000,-13.000000,Top,0.000000
U5,74.000000,-18.700000,Top,0.000000
U6,74.000000,-24.400000,Top,0.000000
U7,74.000000,-30.100000,Top,0.000000
U8,74.000000,-35.800000,Top,0.000000
U9,74.000000,-41.500000,Top,0.000000
U10,74.000000,-47.200000,Top,0.000000
U11,74.000000,-52.900000,Top,0.000000
U12,74.000000,-58.600000,Top,0.000000
U13,74.000000,-64.300000,Top,0.000000
U14,74.000000,-70.000000,Top,0.000000
U15,74.000000,-75.700000,Top,0.000000
U16,74.000000,-81.400000,Top,0.000000
U17,74.000000,-87.100000,Top,0.000000
U18,74.000000,-92.800000,Top,0.000000
U19,74.000000,-98.500000,Top,0.000000
U20,74.000000,-104.200000,Top,0.000000
U21,74.000000,-109.900000,Top,0.000000
U22,74.000000,-115.600000,Top,0.000000
U23,74.000000,-121.300000,Top,0.000000
U24,74.000000,-127.000000,Top,0.000000
U25,74.000000,-132.699999,Top,0.000000
U26,74.000000,-138.400000,Top,0.000000
U27,74.000000,-144.100000,Top,0.000000
U28,74.000000,-149.800000,Top,0.000000
U29,74.000000,-155.500000,Top,0.000000
U30,74.000000,-161.200000,Top,0.000000
U31,74.000000,-166.900000,Top,0.000000
U32,74.000000,-172.600000,Top,0.000000
U33,74.000000,-178.300000,Top,0.000000
U34,74.000000,-184.000000,Top,0.000000
U35,74.000000,-189.700000,Top,0.000000
U36,74.000000,-195.400000,Top,0.000000
U37,74.000000,-201.100000,Top,0.000000
U38,74.000000,-206.800000,Top,0.000000
U39,74.000000,-212.500000,Top,0.000000
U40,74.000000,-218.200000,Top,0.000000
U41,74.000000,-223.900000,Top,0.000000
U42,74.000000,-229.600000,Top,0.000000
U43,74.000000,-235.300000,Top,0.000000
U44,151.000000,-50.000000,Top,0.000000
